cpg_id,chrA,startA,RefGene,RefGene_Group,average,median,stdev
cg22812275,6,159240814,EZR;EZR,TSS1500;TSS1500,0.086,0.084,0.003
cg22841079,3,11617586,VGLL4;VGLL4;VGLL4,Body;Body;Body,0.097,0.094,0.003
cg22857947,19,14225039,PRKACA;PRKACA,TSS200;Body,0.103,0.085,0.005
cg22859289,13,95358476,,,0.125,0.125,0.010
cg22872478,15,52030685,LYSMD2;LYSMD2,5'UTR;TSS1500,0.097,0.074,0.006
cg22876356,12,96592098,ELK3,5'UTR,0.090,0.086,0.002
cg22878489,6,33245701,B3GALT4,1stExon,0.106,0.096,0.005
cg22893494,3,140952551,ACPL2;ACPL2,5'UTR;5'UTR,0.100,0.099,0.003
cg22893755,17,30021146,,,0.094,0.087,0.003
cg22894805,15,41983773,MGA;MGA;MIR626,Body;Body;TSS200,0.093,0.089,0.004
cg22900057,10,134481296,INPP5A,Body,0.086,0.061,0.008
cg22909085,2,223765655,ACSL3;ACSL3,5'UTR;5'UTR,0.107,0.102,0.006
cg22929787,5,141737266,,,0.094,0.079,0.003
cg22930808,3,122281881,PARP9;PARP9;DTX3L;PARP9;PARP9;PARP9;PARP9,5'UTR;5'UTR;TSS1500;5'UTR;5'UTR;5'UTR;5'UTR,0.104,0.081,0.008
cg22933582,5,72562402,,,0.086,0.090,0.004
cg22943115,5,149522468,PDGFRB,5'UTR,0.099,0.108,0.005
cg22944803,20,19266250,SLC24A3;LOC100130264,Body;TSS1500,0.089,0.085,0.004
cg22946219,17,17714414,RAI1,3'UTR,0.107,0.101,0.008
cg22948684,1,15222078,KIAA1026;KIAA1026,Body;Body,0.134,0.140,0.005
cg22957691,2,36790185,FEZ2;FEZ2,Body;Body,0.132,0.127,0.006
cg22984631,3,23803182,,,0.102,0.097,0.002
cg22997362,6,132455023,,,0.086,0.063,0.006
cg23007087,15,90380258,AP3S2;AP3S2,Body;Body,0.090,0.059,0.007
cg23013850,2,225266304,FAM124B;FAM124B,1stExon;1stExon,0.087,0.074,0.006
cg23021638,3,135789866,PPP2R3A;PPP2R3A,Body;Body,0.116,0.115,0.006
cg23021796,5,98269394,,,0.086,0.083,0.004
cg23026930,6,32903301,HLA-DMB,Body,0.095,0.087,0.006
cg23030853,13,31620347,,,0.096,0.095,0.002
cg23032184,2,121523682,,,0.116,0.113,0.007
cg23040782,1,6762215,DNAJC11,TSS1500,0.095,0.085,0.002
cg23046918,2,24717757,,,0.101,0.094,0.008
cg23052776,14,71609158,,,0.119,0.107,0.007
cg23056060,15,81124821,KIAA1199,5'UTR,0.105,0.102,0.003
cg23067085,3,71180032,FOXP1,Body,0.103,0.087,0.005
cg23074992,14,95237386,GSC,TSS1500,0.087,0.076,0.004
cg23080355,1,95119714,,,0.091,0.097,0.003
cg23087877,10,22022646,MLLT10;MLLT10,Body;Body,0.093,0.083,0.009
cg23088810,12,106100228,,,0.088,0.091,0.004
cg23090046,14,104094619,KLC1;KLC1;KLC1,TSS1500;TSS1500;TSS1500,0.154,0.153,0.003
cg23094318,14,89675860,FOXN3;FOXN3,Body;Body,0.105,0.106,0.006
cg23095243,14,32435490,,,0.092,0.091,0.003
cg23096806,10,74078479,,,0.091,0.076,0.005
cg23105419,2,43496213,THADA;THADA,Body;Body,0.133,0.124,0.004
cg23128949,12,124986124,NCOR2;NCOR2,5'UTR;5'UTR,0.089,0.074,0.004
cg23146699,3,66020673,MAGI1;MAGI1;MAGI1,Body;Body;Body,0.097,0.069,0.011
cg23162201,11,8280741,LMO1,Body,0.153,0.149,0.008
cg23169762,6,3749854,C6orf145,Body,0.102,0.097,0.004
cg23169883,10,72435301,ADAMTS14;ADAMTS14,Body;Body,0.116,0.116,0.005
cg23172853,1,231842206,TSNAX-DISC1;DISC1;DISC1;DISC1;TSNAX-DISC1;DISC1;DISC1;DISC1;DISC1;TSNAX-DISC1;DISC1;DISC1;TSNAX-DISC1;TSNAX-DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;TSNAX-DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;TSNAX-DISC1;DISC1;DISC1;DISC1,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body,0.099,0.093,0.004
cg23174662,14,62166083,HIF1A;HIF1A,Body;Body,0.107,0.088,0.006
cg23189692,3,184050393,EIF4G1;EIF4G1;EIF4G1;EIF4G1;EIF4G1,Body;Body;Body;Body;Body,0.098,0.081,0.007
cg23192683,3,194208907,,,0.100,0.080,0.012
cg23193059,11,116706090,,,0.098,0.085,0.008
cg23195435,5,60933135,FLJ37543,TSS1500,0.099,0.105,0.007
cg23196205,14,101359813,MEG8,TSS1500,0.093,0.088,0.007
cg23199335,3,177315882,,,0.135,0.132,0.007
cg23202253,12,26902211,ITPR2,Body,0.087,0.073,0.006
cg23209962,5,73163484,RGNEF,Body,0.100,0.080,0.003
cg23226168,2,105482033,,,0.110,0.089,0.007
cg23232299,1,68212170,GNG12,5'UTR,0.091,0.084,0.006
cg23240927,11,1320497,TOLLIP,Body,0.108,0.108,0.005
cg23249278,1,119624458,WARS2;WARS2,Body;Body,0.092,0.089,0.004
cg23249922,10,134231549,,,0.093,0.082,0.008
cg23261073,1,9880771,CLSTN1;CLSTN1,Body;Body,0.095,0.099,0.003
cg23261319,2,182713409,,,0.145,0.132,0.009
cg23280294,1,8722464,RERE;RERE,5'UTR;5'UTR,0.102,0.094,0.004
cg23281529,13,114823829,RASA3,Body,0.087,0.077,0.007
cg23288563,14,21491469,NDRG2;NDRG2;NDRG2;NDRG2;NDRG2;NDRG2;NDRG2;NDRG2,Body;Body;Body;Body;Body;Body;Body;Body,0.092,0.079,0.003
cg23316191,6,106041074,,,0.086,0.079,0.002
cg23325384,2,223724754,ACSL3;ACSL3,TSS1500;TSS1500,0.121,0.121,0.004
cg23328556,12,123374731,VPS37B,Body,0.087,0.059,0.010
cg23331603,11,47083081,C11orf49;C11orf49;C11orf49;C11orf49,Body;Body;Body;Body,0.088,0.092,0.003
cg23342367,8,81077480,TPD52;TPD52,Body;Body,0.092,0.101,0.003
cg23343486,17,75449911,SEPT9;SEPT9;SEPT9;SEPT9;SEPT9;SEPT9,Body;5'UTR;Body;Body;Body;Body,0.098,0.081,0.003
cg23352808,19,30436621,C19orf2;C19orf2,Body;Body,0.090,0.069,0.007
cg23363263,2,224751989,WDFY1,Body,0.110,0.092,0.006
cg23372723,17,1015100,ABR;ABR,Body;Body,0.115,0.121,0.005
cg23374312,14,21565335,ZNF219;ZNF219;ZNF219,5'UTR;5'UTR;5'UTR,0.133,0.130,0.007
cg23375169,17,38708809,,,0.099,0.099,0.004
cg23378546,17,76352717,,,0.092,0.077,0.004
cg23385248,15,93579332,,,0.097,0.074,0.009
cg23418510,10,25240660,PRTFDC1,Body,0.091,0.089,0.003
cg23436960,14,77239540,VASH1,Body,0.088,0.078,0.004
cg23445003,7,101535821,CUX1;CUX1;CUX1,Body;Body;Body,0.118,0.104,0.004
cg23445294,3,81533970,,,0.097,0.104,0.005
cg23446261,14,56048454,KTN1;KTN1;KTN1;KTN1,5'UTR;5'UTR;5'UTR;5'UTR,0.092,0.056,0.008
cg23452220,4,16846297,LDB2;LDB2,Body;Body,0.088,0.077,0.006
cg23463008,3,179598680,PEX5L,Body,0.087,0.078,0.009
cg23486701,2,54789491,SPTBN1;SPTBN1,Body;Body,0.119,0.114,0.006
cg23494338,10,3373770,,,0.092,0.093,0.006
cg23496906,3,23916688,UBE2E1;UBE2E1,Body;Body,0.088,0.076,0.005
cg23501051,11,19736912,LOC100126784;NAV2;NAV2;NAV2,TSS1500;Body;Body;Body,0.153,0.159,0.005
cg23535882,15,86095329,AKAP13;AKAP13,Body;Body,0.088,0.076,0.007
cg23542902,3,193807749,,,0.099,0.101,0.003
cg23575688,11,119486443,,,0.124,0.093,0.009
cg23597015,15,68932319,CORO2B,Body,0.101,0.095,0.005
cg23598352,9,5436819,C9orf46,5'UTR,0.097,0.086,0.005
cg23614811,17,19976888,,,0.117,0.117,0.005
cg23641560,2,182755044,SSFA2;SSFA2,TSS1500;TSS1500,0.099,0.098,0.005
cg23654401,7,55606442,VOPP1,Body,0.099,0.091,0.005
cg23664174,4,54357316,LNX1;LNX1,Body;Body,0.132,0.124,0.005
cg23670529,4,114375605,CAMK2D;CAMK2D;CAMK2D,3'UTR;3'UTR;3'UTR,0.094,0.089,0.003
cg23676767,1,226918736,ITPKB,Body,0.109,0.073,0.015
cg23683046,10,32339223,KIF5B,Body,0.116,0.105,0.008
cg23689428,2,121223964,LOC84931,TSS200,0.089,0.092,0.004
cg23704802,8,87356638,WWP1,5'UTR,0.101,0.087,0.007
cg23706819,4,89152212,,,0.094,0.071,0.006
cg23712594,1,226591890,PARP1,Body,0.119,0.116,0.004
cg23729763,11,129991544,APLP2;APLP2;APLP2;APLP2;APLP2;APLP2,Body;Body;Body;Body;Body;Body,0.090,0.085,0.004
cg23731272,15,67356838,SMAD3,TSS1500,0.178,0.183,0.014
cg23753351,4,40860327,APBB2;APBB2;APBB2;APBB2;APBB2;APBB2;APBB2,Body;TSS1500;TSS1500;Body;Body;TSS1500;TSS1500,0.093,0.074,0.006
cg23768894,7,157140029,DNAJB6;DNAJB6,5'UTR;5'UTR,0.102,0.102,0.003
cg23769730,10,12113873,DHTKD1,Body,0.094,0.087,0.007
cg23772226,22,29225779,,,0.111,0.098,0.007
cg23787937,12,29303160,,,0.090,0.081,0.005
cg23823833,3,159075576,SCHIP1,Body,0.088,0.087,0.003
cg23825344,1,184935744,FAM129A,Body,0.098,0.090,0.005
cg23837109,10,75670435,PLAU;C10orf55;PLAU,TSS1500;3'UTR;TSS1500,0.107,0.116,0.004
cg23837265,10,88730407,C10orf116;AGAP11,3'UTR;TSS200,0.088,0.080,0.006
cg23839159,1,43281794,CCDC23;ERMAP,Body;TSS1500,0.091,0.078,0.003
cg23844527,2,120867567,EPB41L5,Body,0.097,0.102,0.003
cg23849483,19,15224544,SYDE1,Body,0.096,0.089,0.007
cg23858537,15,72039838,THSD4,Body,0.088,0.076,0.004
cg23858731,12,76117668,,,0.104,0.099,0.007
cg23875171,2,109622566,,,0.111,0.091,0.013
cg23878241,12,111019734,PPTC7,Body,0.088,0.096,0.005
cg23881119,10,24496763,KIAA1217;KIAA1217;KIAA1217,5'UTR;TSS1500;TSS1500,0.101,0.093,0.005
cg23891399,17,73824620,UNC13D,Body,0.086,0.072,0.005
cg23893897,14,50990170,MAP4K5;MAP4K5,Body;Body,0.093,0.083,0.002
cg23900070,14,68853595,RAD51L1;RAD51L1;RAD51L1,Body;Body;Body,0.093,0.080,0.004
cg23903301,11,33744366,CD59;CD59;CD59;CD59;CD59;CD59;CD59;CD59,5'UTR;5'UTR;TSS200;5'UTR;TSS200;5'UTR;TSS200;5'UTR,0.087,0.091,0.003
cg23904377,20,2852292,PTPRA,5'UTR,0.091,0.085,0.005
cg23913941,8,141802121,PTK2;PTK2,Body;Body,0.093,0.089,0.003
cg23913963,1,17766917,RCC2,TSS1500,0.094,0.090,0.003
cg23920016,1,162106832,NOS1AP;NOS1AP,Body;Body,0.093,0.082,0.005
cg23920246,2,113398727,,,0.105,0.075,0.007
cg23924137,6,157263588,ARID1B;ARID1B;ARID1B,Body;Body;Body,0.133,0.139,0.005
cg23935289,14,32840689,AKAP6,5'UTR,0.149,0.122,0.010
cg23935522,12,77162317,ZDHHC17,Body,0.097,0.101,0.004
cg23949574,2,240302855,HDAC4,5'UTR,0.090,0.092,0.006
cg23950233,6,33245739,B3GALT4,1stExon,0.095,0.098,0.004
cg23951190,3,131538721,CPNE4,Body,0.091,0.095,0.003
cg23953820,6,30851051,DDR1;DDR1,TSS1500;TSS1500,0.112,0.099,0.003
cg23956499,1,243635016,SDCCAG8,Body,0.128,0.120,0.005
cg23966214,17,48203188,SAMD14,5'UTR,0.105,0.101,0.003
cg23970275,2,208008052,KLF7,Body,0.104,0.093,0.005
cg23979401,5,76435488,LOC728723,Body,0.117,0.108,0.005
cg23979876,4,141299001,SCOC;SCOC;SCOC;SCOC;SCOC;SCOC;SCOC;SCOC,Body;Body;Body;Body;Body;Body;Body;Body,0.107,0.109,0.004
cg23981354,6,139455976,HECA,TSS1500,0.090,0.087,0.002
cg24022152,11,12133196,MICAL2,5'UTR,0.090,0.069,0.003
cg24032190,15,67442893,SMAD3;SMAD3;SMAD3,Body;Body;5'UTR,0.086,0.057,0.007
cg24044501,10,72056549,,,0.086,0.078,0.003
cg24045357,2,177448447,,,0.100,0.093,0.006
cg24055855,17,1535293,,,0.091,0.086,0.005
cg24085438,2,85244591,KCMF1,Body,0.100,0.084,0.010
cg24096415,17,1553484,RILP,TSS200,0.096,0.080,0.004
cg24096680,17,73937673,ACOX1;FBF1;ACOX1,3'UTR;TSS1500;3'UTR,0.094,0.073,0.005
cg24103799,2,16834516,FAM49A,5'UTR,0.090,0.089,0.003
cg24107728,1,53760337,LRP8;LRP8;LRP8;LRP8,Body;Body;Body;Body,0.131,0.127,0.003
cg24118856,19,10223710,PPAN-P2RY11;P2RY11,Body;Body,0.091,0.096,0.004
cg24127106,19,50183046,PRMT1;PRMT1;PRMT1,Body;5'UTR;Body,0.094,0.091,0.006
cg24134018,18,10413897,,,0.089,0.079,0.006
cg24139874,1,200558537,KIF14,Body,0.101,0.091,0.006
cg24158160,1,151693222,C1orf230,TSS1500,0.096,0.088,0.004
cg24162801,1,184504284,C1orf21,Body,0.091,0.080,0.004
cg24166295,8,81571076,ZNF704,Body,0.087,0.082,0.006
cg24168002,2,169588344,LASS6,Body,0.115,0.112,0.004
cg24168549,2,43654130,THADA;THADA,Body;Body,0.117,0.117,0.007
cg24177219,15,23029961,NIPA2;NIPA2;NIPA2;NIPA2,5'UTR;5'UTR;5'UTR;5'UTR,0.099,0.093,0.009
cg24199006,10,106089203,ITPRIP,5'UTR,0.104,0.097,0.004
cg24199384,13,24365000,MIPEP,Body,0.091,0.085,0.004
cg24211214,2,159762496,,,0.099,0.101,0.005
cg24221919,7,157480107,PTPRN2;PTPRN2;PTPRN2,Body;Body;Body,0.088,0.073,0.005
cg24226590,11,3186977,OSBPL5;OSBPL5;OSBPL5,TSS1500;TSS1500;TSS1500,0.092,0.086,0.002
cg24240870,17,28803927,GOSR1;GOSR1;GOSR1,TSS1500;TSS1500;TSS1500,0.094,0.080,0.004
cg24246360,6,82954226,IBTK,5'UTR,0.087,0.075,0.004
cg24249695,6,37896180,ZFAND3,Body,0.122,0.136,0.005
cg24254842,1,42193353,HIVEP3;HIVEP3,5'UTR;5'UTR,0.110,0.109,0.003
cg24262469,3,156391694,TIPARP;LOC100287227,TSS1500;Body,0.102,0.100,0.002
cg24269617,2,128492119,WDR33,Body,0.087,0.067,0.005
cg24277876,10,98512183,,,0.096,0.080,0.010
cg24295890,3,61889337,PTPRG,Body,0.098,0.088,0.005
cg24308604,4,174092462,GALNT7,Body,0.090,0.072,0.005
cg24317647,15,85523201,,,0.140,0.021,0.096
cg24323958,1,108741884,SLC25A24,Body,0.095,0.085,0.005
cg24325991,1,184943911,FAM129A,TSS1500,0.088,0.090,0.002
cg24331475,18,21596915,TTC39C;TTC39C;TTC39C,Body;5'UTR;Body,0.086,0.081,0.004
cg24332389,1,6558085,PLEKHG5;PLEKHG5,Body;TSS1500,0.117,0.100,0.011
cg24345261,4,154196770,TRIM2;TRIM2,Body;Body,0.090,0.085,0.003
cg24346686,1,154377364,IL6R;IL6R,TSS1500;TSS1500,0.101,0.084,0.004
cg24364491,6,32806906,TAP2;TAP2,TSS1500;TSS1500,0.176,0.156,0.005
cg24370698,1,64058614,PGM1,TSS1500,0.111,0.098,0.006
cg24373369,15,65320737,MTFMT,Body,0.093,0.082,0.006
cg24375627,1,153509284,S100A6,TSS1500,0.126,0.112,0.005
cg24389611,4,39056150,KLHL5;KLHL5,5'UTR;5'UTR,0.122,0.118,0.004
cg24394891,10,111646370,XPNPEP1;XPNPEP1;XPNPEP1,Body;Body;Body,0.092,0.082,0.006
cg24397007,2,28619094,FOSL2,Body,0.090,0.107,0.003
cg24405567,15,70787565,,,0.099,0.103,0.004
cg24409962,6,15366581,JARID2,Body,0.089,0.075,0.005
cg24419094,2,10266986,RRM2;RRM2,Body;Body,0.094,0.079,0.007
cg24427660,11,818892,PNPLA2,TSS200,0.120,0.116,0.002
cg24433016,6,80713408,TTK;TTK,TSS1500;TSS1500,0.090,0.087,0.002
cg24438085,1,32963090,,,0.090,0.086,0.004
cg24452821,11,113953812,ZBTB16;ZBTB16,Body;Body,0.087,0.097,0.006
cg24457649,10,73472344,C10orf105;C10orf105;CDH23,3'UTR;3'UTR;Body,0.127,0.110,0.009
cg24461171,1,197745025,DENND1B;DENND1B,TSS1500;TSS1500,0.138,0.152,0.003
cg24476165,8,131234799,ASAP1,Body,0.091,0.097,0.006
cg24476449,17,25799212,KSR1,5'UTR,0.088,0.082,0.002
cg24480227,10,114489426,VTI1A,Body,0.093,0.087,0.003
cg24485490,7,149535071,ZNF862,TSS1500,0.126,0.123,0.006
cg24492778,15,57414740,TCF12;TCF12;TCF12;TCF12,Body;Body;Body;Body,0.093,0.084,0.007
cg24504349,4,120974344,,,0.124,0.130,0.005
cg24506086,11,12922118,TEAD1,Body,0.095,0.090,0.003
cg24508095,11,838487,CD151;CD151;CD151;CD151,3'UTR;3'UTR;3'UTR;3'UTR,0.089,0.076,0.007
cg24512097,4,156298332,MAP9,TSS1500,0.099,0.079,0.009
cg24513381,1,170653323,PRRX1;PRRX1,Body;Body,0.090,0.086,0.003
cg24529771,3,178978849,KCNMB3;KCNMB3;KCNMB3;KCNMB3,TSS1500;Body;TSS1500;Body,0.116,0.117,0.004
cg24538292,2,206579059,NRP2;NRP2;NRP2;NRP2;NRP2;NRP2,Body;Body;Body;Body;Body;Body,0.102,0.108,0.003
cg24554151,11,93885823,PANX1,Body,0.108,0.114,0.005
cg24555089,2,240187690,HDAC4,Body,0.087,0.077,0.005
cg24569831,15,93617168,RGMA;RGMA;RGMA;RGMA;RGMA;RGMA;RGMA,1stExon;TSS1500;Body;5'UTR;TSS1500;5'UTR;TSS1500,0.109,0.092,0.010
cg24576945,3,42743203,HHATL;HHATL,5'UTR;TSS200,0.106,0.116,0.003
cg24585377,1,26857774,RPS6KA1,Body,0.106,0.108,0.005
cg24586121,2,220377759,ACCN4;ACCN4,TSS1500;TSS1500,0.089,0.079,0.004
cg24589292,7,5613955,,,0.090,0.075,0.005
cg24595208,5,34496537,,,0.092,0.078,0.005
cg24601055,1,87372153,SEP15;SEP15,Body;Body,0.093,0.094,0.002
cg24606701,5,55933218,,,0.091,0.089,0.004
cg24610561,11,69079104,,,0.104,0.090,0.005
cg24618739,10,25154684,PRTFDC1,Body,0.100,0.086,0.005
cg24623760,12,123610989,,,0.109,0.103,0.006
cg24628076,5,141054270,ARAP3,Body,0.097,0.091,0.004
cg24630426,15,68273534,,,0.093,0.023,0.025
cg24636611,6,139269418,REPS1;REPS1,Body;Body,0.108,0.125,0.007
cg24650915,5,138299677,SIL1;SIL1,Body;Body,0.100,0.094,0.004
cg24657419,6,119358124,FAM184A;FAM184A,5'UTR;Body,0.102,0.095,0.004
cg24664957,12,123381003,VPS37B,TSS1500,0.095,0.084,0.003
cg24667756,17,78698822,RPTOR;RPTOR,Body;Body,0.112,0.096,0.006
cg24668883,5,17257844,BASP1,5'UTR,0.089,0.084,0.005
cg24674269,13,52093016,,,0.087,0.085,0.003
cg24675730,1,28994850,GMEB1;GMEB1,TSS1500;TSS1500,0.098,0.092,0.004
cg24686551,3,134047274,,,0.091,0.092,0.004
cg24687529,1,117529954,PTGFRN,3'UTR,0.091,0.095,0.003
cg24696473,17,17683032,SMCR5;RAI1,TSS200;5'UTR,0.107,0.086,0.006
cg24714606,13,98019621,MBNL2;MBNL2,Body;Body,0.092,0.088,0.004
cg24715767,1,14136518,PRDM2;PRDM2,Body;Body,0.088,0.071,0.003
cg24738140,17,76498535,DNAH17,Body,0.091,0.044,0.010
cg24738346,1,27479312,SLC9A1,Body,0.092,0.096,0.002
cg24742912,1,203146346,MYBPH,TSS1500,0.111,0.112,0.004
cg24743155,6,5287843,FARS2,5'UTR,0.089,0.085,0.003
cg24744430,6,146864390,RAB32,TSS1500,0.102,0.083,0.011
cg24750887,4,89534723,HERC3,Body,0.093,0.085,0.005
cg24752836,10,63733787,ARID5B,Body,0.101,0.100,0.007
cg24753998,21,30452964,C21orf7;C21orf7,1stExon;5'UTR,0.091,0.090,0.004
cg24756642,2,1597123,,,0.086,0.096,0.003
cg24782497,19,18385409,KIAA1683;KIAA1683;KIAA1683,TSS200;TSS200;TSS200,0.127,0.131,0.004
cg24784730,12,125225655,,,0.127,0.130,0.004
cg24788483,10,114911652,TCF7L2;TCF7L2;TCF7L2;TCF7L2;TCF7L2;TCF7L2,Body;Body;Body;Body;Body;Body,0.092,0.075,0.005
cg24804707,8,134094173,TG;SLA;SLA,Body;Body;5'UTR,0.096,0.087,0.004
cg24826020,4,38070998,TBC1D1,Body,0.090,0.075,0.003
cg24833674,1,166914191,ILDR2,Body,0.091,0.087,0.005
cg24834199,1,225613299,LBR;LBR,5'UTR;5'UTR,0.091,0.087,0.005
cg24834823,8,38386476,C8orf86,TSS1500,0.131,0.130,0.005
cg24835948,5,14331816,TRIO,Body,0.105,0.095,0.005
cg24841310,8,131316336,ASAP1,Body,0.095,0.049,0.011
cg24841318,17,27038686,PROCA1;PROCA1,5'UTR;1stExon,0.109,0.102,0.005
cg24844449,22,29706704,GAS2L1;GAS2L1;GAS2L1,Body;Body;Body,0.112,0.109,0.005
cg24854175,5,138126560,CTNNA1,Body,0.114,0.100,0.004
cg24860589,11,129941906,APLP2;APLP2;APLP2;APLP2;APLP2;APLP2,Body;Body;Body;Body;Body;Body,0.119,0.114,0.005
cg24869056,10,100205558,HPS1;HPS1,5'UTR;5'UTR,0.090,0.094,0.003
cg24869834,4,139146513,SLC7A11,Body,0.093,0.098,0.003
cg24871845,20,35805353,C20orf132;C20orf132;C20orf132,Body;Body;Body,0.091,0.085,0.008
cg24897108,10,6268474,PFKFB3;PFKFB3,Body;Body,0.099,0.091,0.008
cg24901662,10,34977342,PARD3,Body,0.095,0.074,0.006
cg24906819,8,8231531,PRAGMIN,Body,0.086,0.080,0.003
cg24911721,22,46508454,MIRLET7A3;LOC400931;MIRLET7B,TSS200;Body;TSS1500,0.129,0.110,0.010
cg24919468,4,185195769,,,0.089,0.087,0.005
cg24933919,13,77298665,,,0.117,0.098,0.004
cg24935121,1,155022635,ADAM15;ADAM15;ADAM15;DCST1;ADAM15;DCST1;ADAM15;ADAM15,TSS1500;TSS1500;TSS1500;Body;TSS1500;Body;TSS1500;TSS1500,0.093,0.078,0.005
cg24954967,3,46130858,,,0.093,0.084,0.004
cg24955196,1,154982621,ZBTB7B,5'UTR,0.088,0.081,0.006
cg24956391,20,36011999,SRC;SRC,5'UTR;5'UTR,0.115,0.101,0.008
cg24958423,17,63056723,,,0.087,0.066,0.007
cg24974982,22,46403316,LOC730668,Body,0.103,0.104,0.003
cg24976258,5,73883404,,,0.131,0.131,0.005
cg24983858,10,80887603,ZMIZ1,5'UTR,0.099,0.095,0.002
cg24990283,8,52874692,,,0.098,0.081,0.006
cg24990317,12,124908617,NCOR2;NCOR2,Body;Body,0.107,0.110,0.004
cg25004385,1,147097078,BCL9,3'UTR,0.102,0.081,0.011
cg25008263,14,89884608,FOXN3;FOXN3,TSS1500;5'UTR,0.120,0.114,0.005
cg25020550,8,134028958,TG,Body,0.161,0.150,0.004
cg25020666,7,75957850,YWHAG,3'UTR,0.088,0.065,0.007
cg25023600,15,91079812,CRTC3;CRTC3,Body;Body,0.096,0.073,0.007
cg25028639,11,9884897,SBF2,Body,0.090,0.070,0.007
cg25040937,10,113484557,,,0.090,0.081,0.006
cg25052121,20,17539745,BFSP1,TSS200,0.099,0.085,0.006
cg25058482,2,161993315,TANK;TANK,TSS200;TSS200,0.123,0.115,0.005
cg25066772,14,93136682,RIN3,Body,0.095,0.088,0.004
cg25069807,17,76171191,TK1,Body,0.094,0.075,0.008
cg25072766,11,3073488,CARS;CARS;CARS;CARS,Body;Body;5'UTR;Body,0.097,0.062,0.009
cg25085038,20,3897636,PANK2;MIR103-2;PANK2;PANK2,Body;TSS1500;Body;Body,0.106,0.087,0.005
cg25100475,1,227750970,ZNF678;ZNF678,TSS1500;TSS1500,0.105,0.098,0.004
cg25106036,6,11113507,HERV-FRD;LOC221710,TSS1500;Body,0.087,0.083,0.006
cg25111284,3,66504370,LRIG1,Body,0.101,0.102,0.005
cg25116792,3,161139981,,,0.086,0.086,0.003
cg25149122,18,74201231,,,0.098,0.079,0.006
cg25156843,15,89646224,ABHD2;ABHD2,5'UTR;5'UTR,0.133,0.119,0.008
cg25172145,22,22296625,PPM1F,Body,0.103,0.099,0.006
cg25179876,10,33483109,NRP1,Body,0.094,0.067,0.008
cg25181170,10,25162298,PRTFDC1,Body,0.133,0.142,0.007
cg25215230,4,15679598,,,0.093,0.082,0.003
cg25243766,11,123322182,,,0.123,0.113,0.007
cg25287268,13,50694004,DLEU2,Body,0.105,0.096,0.003
cg25288807,17,36876314,MLLT6,Body,0.092,0.074,0.008
cg25306480,10,134226517,PWWP2B;PWWP2B,3'UTR;Body,0.093,0.083,0.006
cg25310233,1,31234437,,,0.108,0.095,0.004
cg25313468,4,57773308,REST,TSS1500,0.087,0.077,0.007
cg25338454,12,26900022,ITPR2,Body,0.103,0.112,0.004
cg25339966,3,49031969,P4HTM;P4HTM,Body;Body,0.091,0.092,0.003
cg25341313,1,235069288,,,0.100,0.113,0.006
cg25342059,3,152121157,MBNL1;MBNL1;MBNL1;MBNL1;MBNL1;MBNL1;MBNL1,Body;Body;Body;Body;Body;Body;Body,0.092,0.088,0.005
cg25347127,5,81654031,,,0.088,0.087,0.002
cg25356639,3,71349304,FOXP1;FOXP1,5'UTR;5'UTR,0.096,0.086,0.008
cg25369757,3,27722447,,,0.088,0.067,0.006
cg25376032,11,1529608,HCCA2,Body,0.096,0.068,0.010
cg25388800,5,137990243,,,0.087,0.077,0.005
cg25414537,11,77979973,GAB2;GAB2,Body;Body,0.088,0.086,0.003
cg25416067,17,75315667,SEPT9;SEPT9;SEPT9;SEPT9,5'UTR;5'UTR;Body;1stExon,0.107,0.090,0.008
cg25418363,11,121421298,SORL1,Body,0.098,0.066,0.007
cg25419317,2,161190202,RBMS1;RBMS1,Body;Body,0.087,0.075,0.005
cg25426044,8,95254202,,,0.095,0.093,0.002
cg25437886,3,45677346,LIMD1,Body,0.101,0.108,0.004
cg25438517,5,77146796,,,0.088,0.088,0.004
cg25455811,5,77072789,TBCA,TSS1500,0.088,0.074,0.005
cg25456728,17,66255048,ARSG,TSS1500,0.087,0.066,0.011
cg25463779,12,124773236,FAM101A,TSS1500,0.099,0.090,0.004
cg25471557,1,209862480,HSD11B1,5'UTR,0.092,0.089,0.002
cg25483003,9,139948856,ENTPD2;ENTPD2,TSS1500;TSS1500,0.087,0.084,0.004
cg25491905,11,119288752,THY1,3'UTR,0.093,0.081,0.005
cg25496467,12,109221630,SSH1;SSH1;SSH1,Body;Body;TSS1500,0.092,0.087,0.005
cg25500196,17,40464780,,,0.098,0.085,0.003
cg25510823,7,47085976,,,0.093,0.084,0.004
cg25518707,17,60801924,MARCH10;MARCH10,Body;Body,0.107,0.114,0.005
cg25527770,19,1444892,,,0.131,0.115,0.003
cg25538415,17,43129957,DCAKD;DCAKD,TSS1500;5'UTR,0.115,0.119,0.008
cg25551358,5,139079288,,,0.160,0.163,0.006
cg25551551,6,111808596,,,0.092,0.089,0.005
